Home,W/L,Points,Visitor,Points,Diff
DB,L,366.0,BAR,661.0,-295.0
DB,L,366.0,CH,671.0,-305.0
DB,L,346.0,RSST,686.0,-340.0
DB,L,307.0,WKW,735.0,-428.0
DB,L,312.0,FCY,807.0,-495.0
VOU,W,684.0,TR,82.0,602.0
VOU,W,488.0,HHCC,372.0,116.0
VOU,L,463.0,DB,492.0,-29.0
VOU,L,481.5,WRST,523.5,-42.0
VOU,L,475.0,PVYA,526.0,-51.0
VOU,L,407.0,LDL,618.0,-211.0
VOU,L,381.0,HC,619.0,-238.0
VOU,L,427.0,RMR,632.0,-205.0
VOU,L,396.0,SR,654.0,-258.0
VOU,L,382.0,VOUBC,655.0,-273.0
VOU,L,335.5,LL,658.5,-323.0
VOU,L,368.0,BAR,677.0,-309.0
VOU,L,338.0,RSST,704.0,-366.0
VOU,L,331.0,CH,717.0,-386.0
VOU,L,295.0,WKW,745.0,-450.0
VOU,L,268.0,FCY,838.0,-570.0
HHCC,W,457.0,TR,106.0,351.0
HHCC,L,332.0,DB,478.0,-146.0
HHCC,L,372.0,VOU,488.0,-116.0
HHCC,L,348.0,PVYA,554.0,-206.0
HHCC,L,340.0,WRST,578.0,-238.0
HHCC,L,286.0,HC,633.0,-347.0
HHCC,L,292.0,LDL,650.0,-358.0
HHCC,L,282.0,LL,664.0,-382.0
HHCC,L,289.0,SR,670.0,-381.0
HHCC,L,346.0,RMR,674.0,-328.0
HHCC,L,265.0,VOUBC,694.0,-429.0
HHCC,L,258.5,RSST,707.5,-449.0
HHCC,L,277.0,BAR,708.0,-431.0
HHCC,L,259.0,CH,729.0,-470.0
HHCC,L,230.0,WKW,753.0,-523.0
HHCC,L,206.0,FCY,871.0,-665.0
TR,L,106.0,HHCC,457.0,-351.0
TR,L,104.0,DB,605.0,-501.0
TR,L,82.0,VOU,684.0,-602.0
TR,L,83.0,PVYA,715.0,-632.0
TR,L,62.0,HC,742.0,-680.0
TR,L,73.0,WRST,744.0,-671.0
TR,L,66.5,LDL,784.5,-718.0
TR,L,59.0,LL,821.0,-762.0
TR,L,35.0,VOUBC,827.0,-792.0
TR,L,58.0,SR,840.0,-782.0
TR,L,51.0,BAR,863.0,-812.0
TR,L,46.0,RSST,875.0,-829.0
TR,L,48.0,CH,880.0,-832.0
TR,L,53.0,RMR,881.0,-828.0
TR,L,55.0,WKW,890.0,-835.0
TR,L,35.0,FCY,996.0,-961.0
