Home,W/L,Points,Visitor,Points,Diff
VOUBC,L,545.0,SR,572.0,-27.0
VOUBC,L,550.0,RSST,575.0,-25.0
VOUBC,L,538.0,BAR,577.0,-39.0
VOUBC,L,478.0,HC,605.0,-127.0
VOUBC,L,498.0,CH,642.0,-144.0
VOUBC,L,455.0,WKW,666.0,-211.0
VOUBC,L,472.0,FCY,698.0,-226.0
RMR,W,858.0,TR,122.0,736.0
RMR,W,639.0,WRST,446.0,193.0
RMR,W,621.0,VOU,450.0,171.0
RMR,W,614.0,PVYA,457.0,157.0
RMR,W,604.0,DB,461.0,143.0
RMR,W,617.5,HHCC,473.5,144.0
RMR,L,492.0,LDL,608.0,-116.0
RMR,L,462.0,LL,609.0,-147.0
RMR,L,489.0,BAR,619.0,-130.0
RMR,L,502.0,VOUBC,643.0,-141.0
RMR,L,495.0,SR,646.0,-151.0
RMR,L,484.0,HC,647.0,-163.0
RMR,L,458.0,RSST,657.0,-199.0
RMR,L,395.0,CH,720.0,-325.0
RMR,L,375.0,WKW,748.0,-373.0
RMR,L,324.0,FCY,810.0,-486.0
DB,W,610.0,TR,149.0,461.0
DB,W,503.0,HHCC,439.0,64.0
DB,W,494.0,VOU,477.0,17.0
DB,W,487.0,PVYA,480.0,7.0
DB,W,513.0,WRST,495.0,18.0
DB,L,461.0,RMR,604.0,-143.0
DB,L,448.0,VOUBC,613.0,-165.0
DB,L,379.0,LL,628.0,-249.0
DB,L,388.0,LDL,631.0,-243.0
DB,L,365.0,HC,658.0,-293.0
DB,L,392.0,BAR,663.0,-271.0
DB,L,379.0,SR,664.0,-285.0
DB,L,375.0,RSST,684.0,-309.0
DB,L,352.0,CH,727.0,-375.0
DB,L,337.0,WKW,730.0,-393.0
DB,L,348.5,FCY,777.5,-429.0
PVYA,W,659.0,TR,154.0,505.0
PVYA,W,519.0,HHCC,481.0,38.0
PVYA,W,502.0,VOU,481.0,21.0
PVYA,W,546.0,WRST,481.0,65.0
PVYA,L,480.0,DB,487.0,-7.0
PVYA,L,457.0,RMR,614.0,-157.0
PVYA,L,402.0,LL,629.0,-227.0
PVYA,L,437.0,BAR,634.0,-197.0
PVYA,L,445.5,VOUBC,634.5,-189.0
PVYA,L,401.0,LDL,640.0,-239.0
PVYA,L,404.0,SR,659.0,-255.0
PVYA,L,397.0,HC,663.0,-266.0
PVYA,L,400.0,RSST,672.0,-272.0
PVYA,L,345.0,WKW,732.0,-387.0
PVYA,L,333.0,CH,734.0,-401.0
PVYA,L,338.5,FCY,786.5,-448.0
VOU,W,666.0,TR,121.0,545.0
VOU,W,534.5,WRST,477.5,57.0
VOU,W,494.0,HHCC,481.0,13.0
VOU,L,477.0,DB,494.0,-17.0
VOU,L,481.0,PVYA,502.0,-21.0
VOU,L,450.0,RMR,621.0,-171.0
VOU,L,424.0,LDL,629.0,-205.0
VOU,L,412.0,VOUBC,630.0,-218.0
VOU,L,407.0,HC,644.0,-237.0
VOU,L,411.5,RSST,653.5,-242.0
VOU,L,368.0,LL,654.0,-286.0
VOU,L,401.0,BAR,655.0,-254.0
VOU,L,406.0,SR,679.0,-273.0
VOU,L,343.0,WKW,723.0,-380.0
VOU,L,348.0,CH,725.0,-377.0
VOU,L,323.0,FCY,796.0,-473.0
WRST,W,719.0,TR,152.0,567.0
WRST,W,540.0,HHCC,496.0,44.0
WRST,L,495.0,DB,513.0,-18.0
WRST,L,477.5,VOU,534.5,-57.0
WRST,L,481.0,PVYA,546.0,-65.0
WRST,L,446.0,RMR,639.0,-193.0
WRST,L,368.0,LL,674.0,-306.0
WRST,L,382.0,LDL,696.0,-314.0
WRST,L,409.5,VOUBC,698.5,-289.0
WRST,L,389.0,HC,712.0,-323.0
WRST,L,368.0,BAR,713.0,-345.0
WRST,L,380.0,SR,730.0,-350.0
WRST,L,348.0,RSST,736.0,-388.0
WRST,L,319.0,CH,771.0,-452.0
WRST,L,304.0,WKW,787.0,-483.0
WRST,L,264.0,FCY,855.0,-591.0
HHCC,W,625.0,TR,140.0,485.0
HHCC,L,481.0,VOU,494.0,-13.0
HHCC,L,439.0,DB,503.0,-64.0
HHCC,L,481.0,PVYA,519.0,-38.0
HHCC,L,496.0,WRST,540.0,-44.0
HHCC,L,473.5,RMR,617.5,-144.0
HHCC,L,396.0,LL,634.0,-238.0
HHCC,L,415.0,BAR,654.0,-239.0
HHCC,L,401.5,LDL,655.5,-254.0
HHCC,L,389.0,HC,667.0,-278.0
HHCC,L,382.0,VOUBC,674.0,-292.0
HHCC,L,392.0,SR,681.0,-289.0
HHCC,L,365.0,RSST,705.0,-340.0
HHCC,L,340.0,CH,738.0,-398.0
HHCC,L,324.0,WKW,744.0,-420.0
HHCC,L,313.5,FCY,822.5,-509.0
TR,L,149.0,DB,610.0,-461.0
TR,L,140.0,HHCC,625.0,-485.0
TR,L,154.0,PVYA,659.0,-505.0
TR,L,121.0,VOU,666.0,-545.0
TR,L,152.0,WRST,719.0,-567.0
TR,L,106.0,HC,787.0,-681.0
TR,L,116.0,LDL,789.0,-673.0
TR,L,95.0,VOUBC,799.0,-704.0
TR,L,98.0,LL,811.0,-713.0
TR,L,114.0,BAR,832.0,-718.0
TR,L,95.0,RSST,853.0,-758.0
TR,L,122.0,RMR,858.0,-736.0
TR,L,88.0,WKW,873.0,-785.0
TR,L,95.0,SR,875.0,-780.0
TR,L,94.0,CH,877.0,-783.0
TR,L,79.0,FCY,978.0,-899.0
