#Home,W/L,Points,Visitor,Points,Diff
FCY,W,419.0,BAR,218.0,201.0
FCY,W,381.0,LL,243.0,138.0
FCY,W,381.0,SR,256.0,125.0
LL,W,327.0,BAR,286.0,41.0
LL,W,321.0,SR,291.0,30.0
LL,L,243.0,FCY,381.0,-138.0
SR,W,316.0,BAR,308.0,8.0
SR,L,291.0,LL,321.0,-30.0
SR,L,256.0,FCY,381.0,-125.0
BAR,L,308.0,SR,316.0,-8.0
BAR,L,286.0,LL,327.0,-41.0
BAR,L,218.0,FCY,419.0,-201.0
