#Home,W/L,Points,Visitor,Points,Diff
VOUBC,W,394.0,WRST,233.0,161.0
VOUBC,W,351.0,DB,245.0,106.0
VOUBC,W,313.0,LDL,296.0,17.0
LDL,W,366.0,DB,224.0,142.0
LDL,W,394.0,WRST,228.0,166.0
LDL,L,296.0,VOUBC,313.0,-17.0
WRST,W,307.0,DB,296.0,11.0
WRST,L,228.0,LDL,394.0,-166.0
WRST,L,233.0,VOUBC,394.0,-161.0
DB,L,296.0,WRST,307.0,-11.0
DB,L,245.0,VOUBC,351.0,-106.0
DB,L,224.0,LDL,366.0,-142.0
