Home,W/L,Points,Visitor,Points,Diff
RSST,W,580.0,TR,36.0,544.0
RSST,W,379.0,HC,254.0,125.0
HC,W,507.0,TR,70.0,437.0
HC,L,254.0,RSST,379.0,-125.0
TR,L,70.0,HC,507.0,-437.0
TR,L,36.0,RSST,580.0,-544.0
