#Home,W/L,Points,Visitor,Points,Diff
RSST,W,964.0,TR,81.0,883.0
RSST,W,691.0,HC,444.0,247.0
HC,W,789.5,TR,129.5,660.0
HC,L,444.0,RSST,691.0,-247.0
TR,L,129.5,HC,789.5,-660.0
TR,L,81.0,RSST,964.0,-883.0
