Home,W/L,Points,Visitor,Points,Diff
SR,W,390.0,VOU,222.0,168.0
SR,W,379.0,DB,225.0,154.0
SR,W,394.0,WRST,231.0,163.0
SR,W,375.0,RMR,259.0,116.0
SR,W,353.0,PVYA,265.0,88.0
SR,W,339.0,BAR,299.0,40.0
SR,L,311.0,LDL,312.0,-1.0
SR,L,299.0,VOUBC,319.0,-20.0
SR,L,294.0,LL,327.0,-33.0
SR,L,286.0,CH,347.0,-61.0
SR,L,272.0,HC,358.0,-86.0
SR,L,259.0,RSST,365.0,-106.0
SR,L,230.0,FCY,403.0,-173.0
SR,L,189.0,WKW,438.0,-249.0
DB,W,399.0,TR,68.0,331.0
DB,W,296.0,HHCC,216.0,80.0
DB,W,314.0,VOU,268.0,46.0
DB,W,308.0,WRST,282.0,26.0
DB,W,297.0,PVYA,294.0,3.0
DB,L,287.0,RMR,320.0,-33.0
DB,L,257.0,VOUBC,343.0,-86.0
DB,L,242.0,LDL,356.0,-114.0
DB,L,231.0,LL,357.0,-126.0
DB,L,225.0,SR,379.0,-154.0
DB,L,231.0,CH,384.0,-153.0
DB,L,227.0,BAR,385.0,-158.0
DB,L,189.0,HC,404.0,-215.0
DB,L,202.0,RSST,410.0,-208.0
DB,L,163.0,WKW,449.0,-286.0
DB,L,179.0,FCY,457.0,-278.0
PVYA,W,473.0,TR,40.0,433.0
PVYA,W,335.0,HHCC,226.0,109.0
PVYA,W,331.0,VOU,264.0,67.0
PVYA,W,333.0,WRST,273.0,60.0
PVYA,L,294.0,DB,297.0,-3.0
PVYA,W,309.0,RMR,301.0,8.0
PVYA,L,249.0,LL,350.0,-101.0
PVYA,L,259.0,VOUBC,351.0,-92.0
PVYA,L,265.0,SR,353.0,-88.0
PVYA,L,257.0,LDL,355.0,-98.0
PVYA,L,256.0,BAR,374.0,-118.0
PVYA,L,225.0,CH,389.0,-164.0
PVYA,L,221.0,HC,393.0,-172.0
PVYA,L,219.0,RSST,398.0,-179.0
PVYA,L,192.0,FCY,442.0,-250.0
PVYA,L,171.0,WKW,447.0,-276.0
RMR,W,530.0,TR,29.0,501.0
RMR,W,364.0,HHCC,236.0,128.0
RMR,W,358.0,VOU,253.0,105.0
RMR,W,335.0,WRST,267.0,68.0
RMR,W,320.0,DB,287.0,33.0
RMR,L,301.0,PVYA,309.0,-8.0
RMR,L,258.0,BAR,367.0,-109.0
RMR,L,235.0,LL,368.0,-133.0
RMR,L,234.0,LDL,372.0,-138.0
RMR,L,259.0,SR,375.0,-116.0
RMR,L,259.0,VOUBC,381.0,-122.0
RMR,L,200.0,HC,405.0,-205.0
RMR,L,216.0,RSST,407.0,-191.0
RMR,L,217.0,CH,409.0,-192.0
RMR,L,158.0,WKW,461.0,-303.0
RMR,L,115.0,FCY,515.0,-400.0
WRST,W,485.0,TR,39.0,446.0
WRST,W,340.0,HHCC,224.0,116.0
WRST,W,311.5,VOU,280.5,31.0
WRST,L,282.0,DB,308.0,-26.0
WRST,L,273.0,PVYA,333.0,-60.0
WRST,L,267.0,RMR,335.0,-68.0
WRST,L,218.5,LDL,385.5,-167.0
WRST,L,184.0,LL,386.0,-202.0
WRST,L,231.0,SR,394.0,-163.0
WRST,L,210.0,BAR,407.0,-197.0
WRST,L,210.5,VOUBC,407.5,-197.0
WRST,L,205.0,CH,409.0,-204.0
WRST,L,183.0,RSST,426.0,-243.0
WRST,L,173.0,HC,432.0,-259.0
WRST,L,127.0,WKW,473.0,-346.0
WRST,L,93.0,FCY,521.0,-428.0
VOU,W,440.0,TR,50.0,390.0
VOU,W,286.0,HHCC,248.0,38.0
VOU,L,280.5,WRST,311.5,-31.0
VOU,L,268.0,DB,314.0,-46.0
VOU,L,264.0,PVYA,331.0,-67.0
VOU,L,253.0,RMR,358.0,-105.0
VOU,L,219.0,LDL,383.0,-164.0
VOU,L,213.0,VOUBC,387.0,-174.0
VOU,L,189.0,LL,388.0,-199.0
VOU,L,222.0,SR,390.0,-168.0
VOU,L,202.0,BAR,416.0,-214.0
VOU,L,180.0,HC,424.0,-244.0
VOU,L,176.0,RSST,426.0,-250.0
VOU,L,177.0,CH,435.0,-258.0
VOU,L,138.0,WKW,459.0,-321.0
VOU,L,143.0,FCY,480.0,-337.0
HHCC,W,317.0,TR,67.0,250.0
HHCC,L,248.0,VOU,286.0,-38.0
HHCC,L,216.0,DB,296.0,-80.0
HHCC,L,226.0,PVYA,335.0,-109.0
HHCC,L,224.0,WRST,340.0,-116.0
HHCC,L,236.0,RMR,364.0,-128.0
HHCC,L,185.0,LL,378.0,-193.0
HHCC,L,185.0,SR,398.0,-213.0
HHCC,L,180.0,LDL,409.0,-229.0
HHCC,L,166.0,VOUBC,409.0,-243.0
HHCC,L,167.5,RSST,416.5,-249.0
HHCC,L,181.0,BAR,421.0,-240.0
HHCC,L,155.0,HC,423.0,-268.0
HHCC,L,160.0,CH,439.0,-279.0
HHCC,L,118.0,WKW,461.0,-343.0
HHCC,L,113.0,FCY,503.0,-390.0
TR,L,67.0,HHCC,317.0,-250.0
TR,L,68.0,DB,399.0,-331.0
TR,L,50.0,VOU,440.0,-390.0
TR,L,40.0,PVYA,473.0,-433.0
TR,L,39.0,WRST,485.0,-446.0
TR,L,28.0,LL,496.0,-468.0
TR,L,12.0,VOUBC,503.0,-491.0
TR,L,30.0,HC,510.0,-480.0
TR,L,33.5,LDL,511.5,-478.0
TR,L,29.0,RMR,530.0,-501.0
TR,L,28.0,SR,531.0,-503.0
TR,L,18.0,RSST,549.0,-531.0
TR,L,22.0,BAR,550.0,-528.0
TR,L,24.0,WKW,550.0,-526.0
TR,L,21.0,CH,554.0,-533.0
TR,L,12.0,FCY,592.0,-580.0
