#Home,W/L,Points,Visitor,Points,Diff
WKW,W,950.0,TR,34.0,916.0
WKW,W,648.0,HC,474.0,174.0
HC,W,792.0,TR,47.0,745.0
HC,L,474.0,WKW,648.0,-174.0
TR,L,47.0,HC,792.0,-745.0
TR,L,34.0,WKW,950.0,-916.0
