Home,W/L,Points,Visitor,Points,Diff
WKW,W,594.0,TR,13.0,581.0
WKW,W,368.0,HC,263.0,105.0
HC,W,524.0,TR,13.0,511.0
HC,L,263.0,WKW,368.0,-105.0
TR,L,13.0,HC,524.0,-511.0
TR,L,13.0,WKW,594.0,-581.0
