Home,W/L,Points,Visitor,Points,Diff
HC,W,742.0,TR,62.0,680.0
HC,W,619.0,VOU,381.0,238.0
VOU,W,684.0,TR,82.0,602.0
VOU,L,381.0,HC,619.0,-238.0
TR,L,82.0,VOU,684.0,-602.0
TR,L,62.0,HC,742.0,-680.0
