Home,W/L,Points,Visitor,Points,Diff
BAR,W,429.0,RMR,211.0,218.0
BAR,W,380.0,LDL,255.0,125.0
BAR,W,373.0,VOUBC,265.0,108.0
BAR,W,365.0,HHCC,271.0,94.0
BAR,L,311.0,HC,324.0,-13.0
BAR,L,285.0,LL,344.0,-59.0
BAR,L,288.0,SR,345.0,-57.0
BAR,L,285.0,WKW,351.0,-66.0
BAR,L,259.0,CH,381.0,-122.0
BAR,L,228.0,FCY,412.0,-184.0
BAR,L,225.0,RSST,415.0,-190.0
LDL,W,476.0,TR,75.0,401.0
LDL,W,369.5,PVYA,229.5,140.0
LDL,W,396.0,WRST,236.0,160.0
LDL,W,343.0,VOU,253.0,90.0
LDL,W,332.0,DB,271.0,61.0
LDL,W,329.0,HHCC,290.0,39.0
LDL,W,325.0,RMR,296.0,29.0
LDL,T,310.0,VOUBC,310.0,0.0
LDL,L,250.0,HC,366.0,-116.0
LDL,L,255.0,BAR,380.0,-125.0
LDL,L,245.0,SR,380.0,-135.0
LDL,L,240.0,LL,382.0,-142.0
LDL,L,225.0,WKW,396.0,-171.0
LDL,L,196.0,CH,442.0,-246.0
LDL,L,169.0,RSST,466.0,-297.0
LDL,L,167.0,FCY,469.0,-302.0
VOUBC,W,469.0,TR,48.0,421.0
VOUBC,W,398.5,WRST,231.5,167.0
VOUBC,W,376.0,PVYA,234.0,142.0
VOUBC,W,348.0,VOU,244.0,104.0
VOUBC,W,352.0,DB,251.0,101.0
VOUBC,W,359.0,HHCC,261.0,98.0
VOUBC,W,377.0,RMR,262.0,115.0
VOUBC,T,310.0,LDL,310.0,0.0
VOUBC,L,302.0,HC,326.0,-24.0
VOUBC,L,274.0,SR,336.0,-62.0
VOUBC,L,283.0,WKW,341.0,-58.0
VOUBC,L,283.0,LL,357.0,-74.0
VOUBC,L,265.0,BAR,373.0,-108.0
VOUBC,L,253.0,CH,386.0,-133.0
VOUBC,L,252.0,RSST,389.0,-137.0
VOUBC,L,203.0,FCY,439.0,-236.0
HHCC,W,446.0,TR,99.0,347.0
HHCC,W,347.0,PVYA,259.0,88.0
HHCC,W,315.0,VOU,261.0,54.0
HHCC,W,346.0,WRST,275.0,71.0
HHCC,W,325.0,DB,277.0,48.0
HHCC,W,321.0,RMR,312.0,9.0
HHCC,L,290.0,LDL,329.0,-39.0
HHCC,L,278.0,HC,351.0,-73.0
HHCC,L,261.0,VOUBC,359.0,-98.0
HHCC,L,271.0,BAR,365.0,-94.0
HHCC,L,232.0,SR,393.0,-161.0
HHCC,L,225.0,LL,407.0,-182.0
HHCC,L,216.0,WKW,409.0,-193.0
HHCC,L,184.0,RSST,448.0,-264.0
HHCC,L,189.0,CH,451.0,-262.0
HHCC,L,156.0,FCY,479.0,-323.0
RMR,W,519.0,TR,93.0,426.0
RMR,W,395.0,PVYA,229.0,166.0
RMR,W,365.0,VOU,252.0,113.0
RMR,W,351.0,WRST,275.0,76.0
RMR,W,343.0,DB,277.0,66.0
RMR,L,312.0,HHCC,321.0,-9.0
RMR,L,296.0,LDL,325.0,-29.0
RMR,L,271.0,HC,356.0,-85.0
RMR,L,262.0,VOUBC,377.0,-115.0
RMR,L,222.0,SR,414.0,-192.0
RMR,L,218.0,WKW,416.0,-198.0
RMR,L,211.0,BAR,429.0,-218.0
RMR,L,184.0,LL,437.0,-253.0
RMR,L,179.0,CH,461.0,-282.0
RMR,L,164.0,RSST,470.0,-306.0
RMR,L,113.0,FCY,522.0,-409.0
DB,W,423.0,TR,88.0,335.0
DB,W,336.0,PVYA,248.0,88.0
DB,W,311.0,VOU,264.0,47.0
DB,W,307.0,WRST,298.0,9.0
DB,L,277.0,HHCC,325.0,-48.0
DB,L,271.0,LDL,332.0,-61.0
DB,L,277.0,RMR,343.0,-66.0
DB,L,251.0,VOUBC,352.0,-101.0
DB,L,239.0,HC,380.0,-141.0
DB,L,216.0,LL,408.0,-192.0
DB,L,176.0,SR,420.0,-244.0
DB,L,188.0,WKW,420.0,-232.0
DB,L,180.5,BAR,445.5,-265.0
DB,L,170.0,CH,465.0,-295.0
DB,L,155.0,RSST,478.0,-323.0
DB,L,157.0,FCY,482.0,-325.0
WRST,W,501.0,TR,85.0,416.0
WRST,W,352.0,PVYA,264.0,88.0
WRST,W,328.0,VOU,280.0,48.0
WRST,L,298.0,DB,307.0,-9.0
WRST,L,275.0,HHCC,346.0,-71.0
WRST,L,275.0,RMR,351.0,-76.0
WRST,L,236.0,LDL,396.0,-160.0
WRST,L,231.5,VOUBC,398.5,-167.0
WRST,L,230.0,HC,404.0,-174.0
WRST,L,199.0,WKW,432.0,-233.0
WRST,L,191.0,SR,442.0,-251.0
WRST,L,187.0,BAR,453.0,-266.0
WRST,L,161.0,LL,465.0,-304.0
WRST,L,141.0,RSST,494.0,-353.0
WRST,L,125.0,CH,516.0,-391.0
WRST,L,100.0,FCY,532.0,-432.0
VOU,W,412.0,TR,88.0,324.0
VOU,W,322.0,PVYA,254.0,68.0
VOU,L,264.0,DB,311.0,-47.0
VOU,L,261.0,HHCC,315.0,-54.0
VOU,L,280.0,WRST,328.0,-48.0
VOU,L,253.0,LDL,343.0,-90.0
VOU,L,244.0,VOUBC,348.0,-104.0
VOU,L,252.0,RMR,365.0,-113.0
VOU,L,217.0,HC,394.0,-177.0
VOU,L,191.0,WKW,423.0,-232.0
VOU,L,183.0,SR,427.0,-244.0
VOU,L,167.0,LL,445.0,-278.0
VOU,L,170.0,BAR,455.0,-285.0
VOU,L,156.0,CH,476.0,-320.0
VOU,L,137.0,RSST,483.0,-346.0
VOU,L,128.0,FCY,493.0,-365.0
PVYA,W,421.0,TR,117.0,304.0
PVYA,L,254.0,VOU,322.0,-68.0
PVYA,L,248.0,DB,336.0,-88.0
PVYA,L,259.0,HHCC,347.0,-88.0
PVYA,L,264.0,WRST,352.0,-88.0
PVYA,L,229.5,LDL,369.5,-140.0
PVYA,L,234.0,VOUBC,376.0,-142.0
PVYA,L,229.0,RMR,395.0,-166.0
PVYA,L,191.0,HC,424.0,-233.0
PVYA,L,181.0,WKW,436.0,-255.0
PVYA,L,163.0,SR,460.0,-297.0
PVYA,L,165.0,LL,466.0,-301.0
PVYA,L,161.0,BAR,474.0,-313.0
PVYA,L,131.0,CH,508.0,-377.0
PVYA,L,117.0,RSST,509.0,-392.0
PVYA,L,108.0,FCY,527.0,-419.0
TR,L,88.0,VOU,412.0,-324.0
TR,L,117.0,PVYA,421.0,-304.0
TR,L,88.0,DB,423.0,-335.0
TR,L,99.0,HHCC,446.0,-347.0
TR,L,48.0,VOUBC,469.0,-421.0
TR,L,75.0,LDL,476.0,-401.0
TR,L,85.0,WRST,501.0,-416.0
TR,L,70.0,HC,507.0,-437.0
TR,L,93.0,RMR,519.0,-426.0
TR,L,69.0,WKW,520.0,-451.0
TR,L,44.0,SR,527.0,-483.0
TR,L,48.0,LL,542.0,-494.0
TR,L,34.0,BAR,579.0,-545.0
TR,L,37.0,FCY,580.0,-543.0
TR,L,36.0,RSST,580.0,-544.0
TR,L,28.0,CH,593.0,-565.0
