Home,W/L,Points,Visitor,Points,Diff
LDL,W,683.5,WRST,412.5,271.0
LDL,W,596.0,DB,430.0,166.0
LDL,W,636.0,HHCC,440.0,196.0
LDL,W,601.0,VOU,475.0,126.0
LDL,W,603.5,RMR,516.5,87.0
LDL,L,547.0,SR,559.0,-12.0
LDL,L,540.0,VOUBC,573.0,-33.0
LDL,L,517.0,LL,581.0,-64.0
LDL,L,479.5,HC,594.5,-115.0
LDL,L,500.0,BAR,605.0,-105.0
LDL,L,446.0,CH,695.0,-249.0
LDL,L,418.0,RSST,701.0,-283.0
LDL,L,396.0,FCY,763.0,-367.0
LDL,L,358.0,WKW,771.0,-413.0
RMR,W,944.0,TR,51.0,893.0
RMR,W,672.0,PVYA,432.0,240.0
RMR,W,663.0,WRST,462.0,201.0
RMR,W,602.0,DB,481.0,121.0
RMR,W,595.0,VOU,502.0,93.0
RMR,W,611.0,HHCC,503.0,108.0
RMR,L,516.5,LDL,603.5,-87.0
RMR,L,507.5,SR,617.5,-110.0
RMR,L,472.0,HC,629.0,-157.0
RMR,L,466.0,BAR,654.0,-188.0
RMR,L,498.0,VOUBC,656.0,-158.0
RMR,L,450.0,LL,657.0,-207.0
RMR,L,409.0,CH,739.0,-330.0
RMR,L,391.0,RSST,739.0,-348.0
RMR,L,358.0,WKW,785.0,-427.0
RMR,L,324.0,FCY,834.0,-510.0
VOU,W,761.0,TR,55.0,706.0
VOU,W,588.0,PVYA,441.0,147.0
VOU,W,540.0,HHCC,464.0,76.0
VOU,W,503.0,DB,474.0,29.0
VOU,W,578.0,WRST,496.0,82.0
VOU,L,502.0,RMR,595.0,-93.0
VOU,L,455.0,VOUBC,599.0,-144.0
VOU,L,475.0,LDL,601.0,-126.0
VOU,L,436.0,HC,609.0,-173.0
VOU,L,467.0,SR,627.0,-160.0
VOU,L,421.0,BAR,639.0,-218.0
VOU,L,420.0,LL,649.0,-229.0
VOU,L,355.0,RSST,738.0,-383.0
VOU,L,375.5,CH,740.5,-365.0
VOU,L,346.0,WKW,769.0,-423.0
VOU,L,331.0,FCY,812.0,-481.0
DB,W,674.0,TR,51.0,623.0
DB,W,527.5,PVYA,438.5,89.0
DB,W,495.0,HHCC,468.0,27.0
DB,L,474.0,VOU,503.0,-29.0
DB,W,516.0,WRST,508.0,8.0
DB,L,430.0,LDL,596.0,-166.0
DB,L,481.0,RMR,602.0,-121.0
DB,L,433.0,VOUBC,606.0,-173.0
DB,L,418.0,SR,631.0,-213.0
DB,L,378.5,HC,639.5,-261.0
DB,L,406.0,LL,644.0,-238.0
DB,L,394.0,BAR,657.0,-263.0
DB,L,346.5,RSST,721.5,-375.0
DB,L,335.0,CH,761.0,-426.0
DB,L,302.0,WKW,782.0,-480.0
DB,L,352.0,FCY,790.0,-438.0
WRST,W,800.0,TR,66.0,734.0
WRST,W,577.0,PVYA,467.0,110.0
WRST,L,508.0,DB,516.0,-8.0
WRST,W,531.0,HHCC,524.0,7.0
WRST,L,496.0,VOU,578.0,-82.0
WRST,L,462.0,RMR,663.0,-201.0
WRST,L,400.0,HC,683.0,-283.0
WRST,L,412.5,LDL,683.5,-271.0
WRST,L,391.0,VOUBC,701.0,-310.0
WRST,L,399.0,SR,704.0,-305.0
WRST,L,377.0,LL,720.0,-343.0
WRST,L,353.0,BAR,761.0,-408.0
WRST,L,314.0,CH,825.0,-511.0
WRST,L,284.0,RSST,831.0,-547.0
WRST,L,275.0,WKW,849.0,-574.0
WRST,L,238.0,FCY,921.0,-683.0
HHCC,W,690.0,TR,76.0,614.0
HHCC,W,530.0,PVYA,465.0,65.0
HHCC,L,468.0,DB,495.0,-27.0
HHCC,L,524.0,WRST,531.0,-7.0
HHCC,L,464.0,VOU,540.0,-76.0
HHCC,L,503.0,RMR,611.0,-108.0
HHCC,L,440.0,LDL,636.0,-196.0
HHCC,L,395.5,HC,658.5,-263.0
HHCC,L,384.0,VOUBC,659.0,-275.0
HHCC,L,402.0,LL,670.0,-268.0
HHCC,L,413.0,SR,670.0,-257.0
HHCC,L,386.0,BAR,687.0,-301.0
HHCC,L,325.0,RSST,752.0,-427.0
HHCC,L,326.0,WKW,772.0,-446.0
HHCC,L,339.0,CH,774.0,-435.0
HHCC,L,320.0,FCY,829.0,-509.0
PVYA,W,718.0,TR,79.0,639.0
PVYA,L,438.5,DB,527.5,-89.0
PVYA,L,465.0,HHCC,530.0,-65.0
PVYA,L,467.0,WRST,577.0,-110.0
PVYA,L,441.0,VOU,588.0,-147.0
PVYA,L,380.0,HC,665.0,-285.0
PVYA,L,393.0,VOUBC,666.0,-273.0
PVYA,L,432.0,RMR,672.0,-240.0
PVYA,L,380.0,LDL,678.0,-298.0
PVYA,L,349.0,SR,707.0,-358.0
PVYA,L,367.5,LL,707.5,-340.0
PVYA,L,358.0,BAR,736.0,-378.0
PVYA,L,282.0,RSST,792.0,-510.0
PVYA,L,297.5,WKW,802.5,-505.0
PVYA,L,293.0,CH,816.0,-523.0
PVYA,L,272.0,FCY,873.0,-601.0
TR,L,51.0,DB,674.0,-623.0
TR,L,76.0,HHCC,690.0,-614.0
TR,L,79.0,PVYA,718.0,-639.0
TR,L,55.0,VOU,761.0,-706.0
TR,L,47.0,HC,792.0,-745.0
TR,L,66.0,WRST,800.0,-734.0
TR,L,36.0,VOUBC,840.0,-804.0
TR,L,35.0,LDL,865.0,-830.0
TR,L,35.0,LL,891.0,-856.0
TR,L,36.0,BAR,908.0,-872.0
TR,L,36.0,SR,933.0,-897.0
TR,L,19.0,RSST,937.0,-918.0
TR,L,51.0,RMR,944.0,-893.0
TR,L,34.0,WKW,950.0,-916.0
TR,L,33.0,CH,976.0,-943.0
TR,L,27.0,FCY,1043.0,-1016.0
