Home,W/L,Points,Visitor,Points,Diff
SR,L,545.0,CH,601.0,-56.0
SR,L,491.0,RSST,660.0,-169.0
SR,L,461.0,FCY,698.0,-237.0
LL,W,905.0,TR,95.0,810.0
LL,W,752.0,VOU,309.0,443.0
LL,W,782.0,PVYA,314.0,468.0
LL,W,765.0,WRST,345.0,420.0
LL,W,707.5,DB,376.5,331.0
LL,W,723.5,RMR,378.5,345.0
LL,W,702.0,HHCC,404.0,298.0
LL,W,667.5,LDL,429.5,238.0
LL,W,613.5,HC,490.5,123.0
LL,W,635.5,VOUBC,511.5,124.0
LL,W,591.0,BAR,532.0,59.0
LL,W,581.0,WKW,545.0,36.0
LL,L,570.0,SR,571.0,-1.0
LL,L,500.0,CH,649.0,-149.0
LL,L,483.0,RSST,651.0,-168.0
LL,L,424.0,FCY,696.0,-272.0
BAR,W,960.0,TR,79.0,881.0
BAR,W,813.0,PVYA,318.0,495.0
BAR,W,775.0,VOU,321.0,454.0
BAR,W,771.5,DB,348.5,423.0
BAR,W,788.0,WRST,363.0,425.0
BAR,W,727.0,RMR,429.0,298.0
BAR,W,684.0,LDL,441.0,243.0
BAR,W,691.0,HHCC,447.0,244.0
BAR,W,666.0,VOUBC,477.0,189.0
BAR,W,608.0,HC,525.0,83.0
BAR,W,578.0,WKW,570.0,8.0
BAR,L,572.0,SR,576.0,-4.0
BAR,L,532.0,LL,591.0,-59.0
BAR,L,522.0,CH,644.0,-122.0
BAR,L,465.0,RSST,694.0,-229.0
BAR,L,412.0,FCY,743.0,-331.0
WKW,W,818.0,TR,119.0,699.0
WKW,W,683.0,DB,364.0,319.0
WKW,W,680.0,VOU,370.0,310.0
WKW,W,699.5,PVYA,372.5,327.0
WKW,W,670.0,HHCC,399.0,271.0
WKW,W,698.0,WRST,408.0,290.0
WKW,W,642.0,LDL,431.0,211.0
WKW,W,668.0,RMR,463.0,205.0
WKW,W,605.0,HC,507.0,98.0
WKW,W,562.0,VOUBC,530.0,32.0
WKW,L,537.0,SR,568.0,-31.0
WKW,L,570.0,BAR,578.0,-8.0
WKW,L,545.0,LL,581.0,-36.0
WKW,L,522.0,RSST,626.0,-104.0
WKW,L,505.0,CH,650.0,-145.0
WKW,L,501.0,FCY,659.0,-158.0
HC,W,789.5,TR,129.5,660.0
HC,W,679.0,PVYA,395.0,284.0
HC,W,644.0,VOU,408.0,236.0
HC,W,632.0,DB,439.0,193.0
HC,W,655.5,WRST,454.5,201.0
HC,W,609.0,HHCC,479.0,130.0
HC,W,595.5,LDL,480.5,115.0
HC,W,584.0,RMR,531.0,53.0
HC,W,551.0,VOUBC,545.0,6.0
HC,L,507.0,WKW,605.0,-98.0
HC,L,525.0,BAR,608.0,-83.0
HC,L,490.5,LL,613.5,-123.0
HC,L,486.0,SR,646.0,-160.0
HC,L,444.0,RSST,691.0,-247.0
HC,L,447.0,CH,701.0,-254.0
HC,L,429.0,FCY,721.0,-292.0
VOUBC,W,780.0,TR,99.0,681.0
VOUBC,W,654.0,PVYA,390.0,264.0
VOUBC,W,626.0,VOU,412.0,214.0
VOUBC,W,604.0,DB,428.0,176.0
VOUBC,W,633.0,HHCC,441.0,192.0
VOUBC,W,662.0,WRST,446.0,216.0
VOUBC,W,635.0,RMR,508.0,127.0
VOUBC,W,543.5,LDL,524.5,19.0
VOUBC,L,545.0,HC,551.0,-6.0
VOUBC,L,530.0,WKW,562.0,-32.0
VOUBC,L,493.0,SR,574.0,-81.0
VOUBC,L,511.5,LL,635.5,-124.0
VOUBC,L,477.0,BAR,666.0,-189.0
VOUBC,L,461.5,CH,673.5,-212.0
VOUBC,L,452.0,RSST,696.0,-244.0
VOUBC,L,419.0,FCY,756.0,-337.0
RMR,W,859.0,TR,152.0,707.0
RMR,W,668.0,PVYA,421.0,247.0
RMR,W,634.0,VOU,429.0,205.0
RMR,W,618.0,DB,473.0,145.0
RMR,W,626.0,WRST,486.0,140.0
RMR,W,592.5,HHCC,508.5,84.0
RMR,W,549.5,LDL,544.5,5.0
RMR,L,531.0,HC,584.0,-53.0
RMR,L,508.0,VOUBC,635.0,-127.0
RMR,L,463.0,WKW,668.0,-205.0
RMR,L,453.0,SR,688.0,-235.0
RMR,L,378.5,LL,723.5,-345.0
RMR,L,429.0,BAR,727.0,-298.0
RMR,L,369.0,RSST,773.0,-404.0
RMR,L,375.0,CH,787.0,-412.0
RMR,L,256.0,FCY,887.0,-631.0
LDL,W,744.5,TR,130.5,614.0
LDL,W,603.5,PVYA,412.5,191.0
LDL,W,577.0,VOU,431.0,146.0
LDL,W,564.0,DB,458.0,106.0
LDL,W,618.5,WRST,478.5,140.0
LDL,W,572.0,HHCC,487.0,85.0
LDL,L,524.5,VOUBC,543.5,-19.0
LDL,L,544.5,RMR,549.5,-5.0
LDL,L,480.5,HC,595.5,-115.0
LDL,L,431.0,WKW,642.0,-211.0
LDL,L,441.0,SR,643.0,-202.0
LDL,L,429.5,LL,667.5,-238.0
LDL,L,441.0,BAR,684.0,-243.0
LDL,L,405.5,CH,725.5,-320.0
LDL,L,356.0,RSST,776.0,-420.0
LDL,L,341.0,FCY,802.0,-461.0
WRST,W,793.5,TR,142.5,651.0
WRST,W,603.0,PVYA,470.0,133.0
WRST,W,577.0,VOU,480.0,97.0
WRST,W,547.0,DB,502.0,45.0
WRST,W,539.0,HHCC,533.0,6.0
WRST,L,478.5,LDL,618.5,-140.0
WRST,L,486.0,RMR,626.0,-140.0
WRST,L,454.5,HC,655.5,-201.0
WRST,L,446.0,VOUBC,662.0,-216.0
WRST,L,408.0,WKW,698.0,-290.0
WRST,L,387.0,SR,735.0,-348.0
WRST,L,345.0,LL,765.0,-420.0
WRST,L,363.0,BAR,788.0,-425.0
WRST,L,316.0,RSST,819.0,-503.0
WRST,L,315.5,CH,841.5,-526.0
WRST,L,243.0,FCY,898.0,-655.0
HHCC,W,676.0,TR,172.0,504.0
HHCC,W,552.0,PVYA,466.0,86.0
HHCC,W,518.0,VOU,467.0,51.0
HHCC,W,519.0,DB,493.0,26.0
HHCC,L,533.0,WRST,539.0,-6.0
HHCC,L,487.0,LDL,572.0,-85.0
HHCC,L,508.5,RMR,592.5,-84.0
HHCC,L,479.0,HC,609.0,-130.0
HHCC,L,441.0,VOUBC,633.0,-192.0
HHCC,L,399.0,WKW,670.0,-271.0
HHCC,L,410.0,SR,688.0,-278.0
HHCC,L,447.0,BAR,691.0,-244.0
HHCC,L,404.0,LL,702.0,-298.0
HHCC,L,356.0,CH,782.0,-426.0
HHCC,L,343.0,RSST,784.0,-441.0
HHCC,L,314.0,FCY,821.0,-507.0
DB,W,672.0,TR,147.0,525.0
DB,W,544.0,PVYA,441.0,103.0
DB,W,509.0,VOU,458.0,51.0
DB,L,493.0,HHCC,519.0,-26.0
DB,L,502.0,WRST,547.0,-45.0
DB,L,458.0,LDL,564.0,-106.0
DB,L,428.0,VOUBC,604.0,-176.0
DB,L,473.0,RMR,618.0,-145.0
DB,L,439.0,HC,632.0,-193.0
DB,L,364.0,WKW,683.0,-319.0
DB,L,346.0,SR,704.0,-358.0
DB,L,376.5,LL,707.5,-331.0
DB,L,348.5,BAR,771.5,-423.0
DB,L,329.0,CH,792.0,-463.0
DB,L,310.5,RSST,805.5,-495.0
DB,L,304.0,FCY,843.0,-539.0
VOU,W,655.0,TR,147.0,508.0
VOU,W,515.0,PVYA,458.0,57.0
VOU,L,458.0,DB,509.0,-51.0
VOU,L,467.0,HHCC,518.0,-51.0
VOU,L,431.0,LDL,577.0,-146.0
VOU,L,480.0,WRST,577.0,-97.0
VOU,L,412.0,VOUBC,626.0,-214.0
VOU,L,429.0,RMR,634.0,-205.0
VOU,L,408.0,HC,644.0,-236.0
VOU,L,370.0,WKW,680.0,-310.0
VOU,L,352.0,SR,703.0,-351.0
VOU,L,309.0,LL,752.0,-443.0
VOU,L,321.0,BAR,775.0,-454.0
VOU,L,283.0,RSST,811.0,-528.0
VOU,L,302.0,CH,812.0,-510.0
VOU,L,254.0,FCY,849.0,-595.0
PVYA,W,655.0,TR,179.0,476.0
PVYA,L,458.0,VOU,515.0,-57.0
PVYA,L,441.0,DB,544.0,-103.0
PVYA,L,466.0,HHCC,552.0,-86.0
PVYA,L,470.0,WRST,603.0,-133.0
PVYA,L,412.5,LDL,603.5,-191.0
PVYA,L,390.0,VOUBC,654.0,-264.0
PVYA,L,421.0,RMR,668.0,-247.0
PVYA,L,395.0,HC,679.0,-284.0
PVYA,L,372.5,WKW,699.5,-327.0
PVYA,L,335.0,SR,744.0,-409.0
PVYA,L,314.0,LL,782.0,-468.0
PVYA,L,318.0,BAR,813.0,-495.0
PVYA,L,285.0,CH,844.0,-559.0
PVYA,L,262.5,RSST,856.5,-594.0
PVYA,L,242.0,FCY,898.0,-656.0
TR,L,179.0,PVYA,655.0,-476.0
TR,L,147.0,VOU,655.0,-508.0
TR,L,147.0,DB,672.0,-525.0
TR,L,172.0,HHCC,676.0,-504.0
TR,L,130.5,LDL,744.5,-614.0
TR,L,99.0,VOUBC,780.0,-681.0
TR,L,129.5,HC,789.5,-660.0
TR,L,142.5,WRST,793.5,-651.0
TR,L,119.0,WKW,818.0,-699.0
TR,L,152.0,RMR,859.0,-707.0
TR,L,85.0,SR,870.0,-785.0
TR,L,95.0,LL,905.0,-810.0
TR,L,79.0,BAR,960.0,-881.0
TR,L,81.0,RSST,964.0,-883.0
TR,L,66.5,CH,973.5,-907.0
TR,L,74.0,FCY,997.0,-923.0
